"","Age","Marital_Status","Dependents","Education_Level","Employment_Type","Years_Employed","Housing_Status","Annual_Income","Credit_History_Length","Debt_to_Income_Ratio","Loan_Amount","Loan_Term","Interest_Rate","Purpose","Credit_Score","Credit_Utilization","Num_Past_Due_Payments","Num_Credit_Cards","Has_Mortgage","Savings_Account_Balance","Checking_Account_Balance","Past_Default","Co_Signer","Loan_Default"
"1095",41,"Married",1,"Other","Salaried",21,"Own",65642,23,0.723,41628,36,9.62,"Home_Improvement",850,0.442,0,7,"No",1648,1592,"No","Yes","No"
"1096",42,"Married",2,"Bachelor","Salaried",21,"Own",85426,24,0.497,26143,24,9.8,"Home_Improvement",745,0.838,1,10,"Yes",25741,1281,"No","No","No"
"1097",51,"Married",0,"HighSchool","Salaried",31,"Mortgage",129116,33,0.163,37835,36,9.68,"Credit_Card",796,0.519,0,9,"No",10191,11109,"No","No","No"
"1098",41,"Divorced",2,"HighSchool","Unemployed",2,"Rent",41860,6,0.468,43363,72,15.06,"Education",720,0.441,0,1,"No",747,1420,"No","No","No"
"1099",37,"Single",0,"Bachelor","Salaried",17,"Own",112301,19,0.608,19373,12,10.17,"Debt_Consolidation",848,0.296,0,10,"Yes",3406,5640,"No","No","No"
"1100",64,"Divorced",1,"HighSchool","Salaried",41,"Mortgage",93018,46,0.416,25930,60,10.52,"Home_Improvement",850,0.424,0,5,"Yes",2593,2666,"No","No","No"
"1101",31,"Divorced",1,"Bachelor","Salaried",9,"Mortgage",70983,13,0.565,12150,18,10.15,"Credit_Card",798,0.435,0,3,"Yes",1571,4143,"No","No","No"
"1102",28,"Married",1,"Master","Salaried",7,"Mortgage",113032,10,0.391,83719,60,12.09,"Auto",821,0.329,0,5,"Yes",6773,5398,"No","No","No"
"1103",33,"Married",1,"Bachelor","Unemployed",0,"Own",27916,3,0.447,13981,60,12.64,"Debt_Consolidation",756,0.349,2,4,"No",261,2882,"No","Yes","No"
"1104",37,"Single",1,"Bachelor","Self_Employed",15,"Mortgage",63127,18,0.32,23731,18,9.45,"Debt_Consolidation",798,0.432,0,5,"No",3260,2650,"No","No","No"
"1105",44,"Married",2,"Bachelor","Self_Employed",21,"Mortgage",69012,26,0.685,23710,24,10.19,"Home_Improvement",786,0.528,0,6,"Yes",16488,3253,"No","No","No"
"1106",42,"Single",0,"Bachelor","Salaried",24,"Own",82995,24,0.584,17213,48,11.05,"Debt_Consolidation",841,0.187,0,10,"Yes",2588,5344,"No","No","No"
"1107",37,"Married",3,"Master","Salaried",14,"Own",83844,19,0.607,24609,24,6.86,"Auto",850,0.235,0,3,"Yes",20359,3503,"No","No","No"
"1108",29,"Single",0,"Bachelor","Salaried",9,"Mortgage",81182,11,0.685,22109,60,10.03,"Education",784,0.326,0,7,"Yes",1428,3372,"No","No","No"
"1109",49,"Single",0,"HighSchool","Self_Employed",29,"Rent",78075,31,0.95,60686,24,9.35,"Education",850,0.294,0,7,"Yes",3491,5239,"No","No","No"
"1110",47,"Single",2,"Bachelor","Self_Employed",23,"Mortgage",108111,26,0.71,31185,24,11.97,"Business",734,0.325,0,6,"Yes",12620,7612,"No","No","No"
"1111",31,"Single",0,"HighSchool","Unemployed",2,"Rent",15245,7,0.413,3962,60,13.15,"Debt_Consolidation",773,0.435,0,2,"No",135,1096,"No","Yes","No"
"1112",45,"Married",3,"HighSchool","Salaried",24,"Mortgage",81144,27,0.177,13579,24,9.09,"Debt_Consolidation",754,0.828,0,7,"No",23962,4486,"No","No","No"
"1113",43,"Married",3,"HighSchool","Salaried",23,"Mortgage",105768,25,0.408,18629,24,9.87,"Credit_Card",850,0.281,0,7,"Yes",32433,9687,"No","No","No"
"1114",48,"Married",2,"Master","Salaried",25,"Mortgage",81742,29,0.764,85940,36,10.13,"Education",850,0.225,0,5,"Yes",49887,11633,"No","Yes","No"
"1115",39,"Single",1,"Bachelor","Unemployed",1,"Own",22100,6,0.809,14443,24,12.63,"Business",711,0.773,1,4,"No",976,1913,"No","Yes","No"
"1116",27,"Married",1,"HighSchool","Salaried",7,"Own",92276,9,0.308,61827,36,9.6,"Home_Improvement",828,0.287,0,4,"No",1671,4450,"No","No","No"
"1117",46,"Single",0,"PhD","Salaried",28,"Mortgage",171317,28,0.554,28662,24,9.19,"Debt_Consolidation",850,0.107,0,9,"Yes",5312,25836,"No","No","No"
"1118",31,"Widowed",0,"Master","Salaried",9,"Mortgage",136267,13,0.723,76719,24,9.49,"Debt_Consolidation",827,0.074,0,5,"Yes",4734,7683,"No","No","Yes"
"1119",43,"Married",3,"Master","Salaried",24,"Own",157714,25,0.709,61081,24,8.55,"Home_Improvement",850,0.156,0,5,"Yes",9906,2549,"No","No","No"
"1120",55,"Divorced",0,"HighSchool","Self_Employed",36,"Own",78533,37,0.893,54323,24,12.98,"Business",834,0.15,0,5,"Yes",17205,10392,"No","No","Yes"
"1121",24,"Married",3,"Master","Salaried",0,"Mortgage",156322,6,0.608,34915,24,10.02,"Home_Improvement",799,0.369,0,10,"Yes",78888,36429,"No","No","No"
"1122",54,"Single",1,"HighSchool","Salaried",34,"Own",84242,36,0.603,23875,72,11.88,"Home_Improvement",850,0.502,0,5,"Yes",3011,6501,"No","Yes","No"
"1123",52,"Married",1,"Bachelor","Unemployed",2,"Own",65126,5,0.469,11933,24,10.39,"Credit_Card",755,0.217,0,6,"Yes",3853,16537,"No","No","Yes"
"1124",33,"Divorced",2,"Bachelor","Salaried",14,"Mortgage",111727,15,0.861,72026,24,11.02,"Home_Improvement",850,0.334,0,5,"Yes",15494,9635,"No","Yes","No"
"1125",35,"Married",3,"HighSchool","Salaried",17,"Mortgage",115436,17,0.627,22011,48,10.55,"Debt_Consolidation",796,0.532,0,6,"Yes",2451,11168,"No","No","No"
"1126",31,"Married",5,"HighSchool","Salaried",12,"Mortgage",136269,13,0.524,49283,36,9.9,"Debt_Consolidation",761,0.509,0,8,"No",15244,2972,"No","No","No"
"1127",32,"Married",4,"Master","Salaried",13,"Mortgage",163829,14,0.647,34214,48,10.02,"Debt_Consolidation",771,0.132,0,11,"Yes",173308,15284,"No","Yes","No"
"1128",44,"Single",0,"Bachelor","Salaried",25,"Mortgage",109122,26,0.265,64413,60,12.79,"Education",850,0.227,0,12,"No",7662,3178,"No","No","Yes"
"1129",29,"Married",5,"HighSchool","Self_Employed",11,"Mortgage",34205,11,0.219,20065,60,12.42,"Education",686,0.403,1,2,"No",2909,5603,"No","Yes","No"
"1130",36,"Married",1,"Bachelor","Self_Employed",13,"Own",85134,18,0.232,20165,36,12.45,"Vacation",746,0.385,0,9,"No",13684,3540,"No","No","No"
"1131",37,"Married",1,"Master","Salaried",16,"Own",194130,19,0.645,64598,36,8.21,"Home_Improvement",850,0.053,0,5,"Yes",18180,3583,"No","No","No"
"1132",37,"Single",1,"Master","Salaried",18,"Mortgage",191973,19,0.507,87224,24,9.81,"Home_Improvement",821,0.133,0,11,"Yes",26344,26764,"No","No","No"
"1133",40,"Single",0,"Bachelor","Salaried",21,"Mortgage",121367,22,0.388,19509,48,10.44,"Credit_Card",774,0.526,0,9,"Yes",20051,12307,"No","No","No"
"1134",54,"Single",0,"Master","Salaried",34,"Mortgage",145134,36,0.397,20543,24,11.1,"Credit_Card",850,0.242,0,10,"Yes",7717,21751,"No","No","No"
"1135",33,"Divorced",1,"Master","Self_Employed",10,"Own",138332,15,0.248,58277,48,10,"Education",850,0.087,0,8,"No",20702,7978,"No","No","No"
"1136",30,"Married",2,"Master","Salaried",11,"Mortgage",217929,12,0.889,115132,18,10.4,"Education",760,0.304,0,7,"Yes",47075,9865,"No","No","No"
"1137",46,"Widowed",1,"Bachelor","Salaried",26,"Own",173777,28,0.503,53116,24,9.45,"Debt_Consolidation",826,0.104,0,5,"Yes",94128,11792,"No","No","No"
"1138",42,"Single",2,"HighSchool","Self_Employed",22,"Own",51857,24,0.741,49333,60,14.62,"Business",830,0.655,0,4,"Yes",8484,3955,"No","No","No"
"1139",40,"Single",1,"PhD","Salaried",21,"Mortgage",234204,22,0.788,95345,24,10.54,"Education",827,0.428,0,8,"Yes",4929,36858,"No","No","No"
"1140",44,"Single",1,"Master","Salaried",25,"Own",220194,26,0.538,37166,12,7.56,"Credit_Card",823,0.348,0,9,"Yes",141968,11785,"No","No","No"
"1141",24,"Married",2,"HighSchool","Salaried",6,"Mortgage",55606,6,0.935,31461,12,12.06,"Business",813,0.354,0,6,"Yes",36533,4840,"No","No","Yes"
"1142",49,"Married",2,"Master","Salaried",30,"Mortgage",186967,31,0.359,46963,36,11.4,"Medical",850,0.442,0,12,"No",85879,16658,"No","No","No"
"1143",43,"Single",1,"HighSchool","Salaried",23,"Own",56823,25,0.379,11732,60,10.85,"Auto",850,0.339,0,4,"No",5331,1925,"No","No","No"
"1144",48,"Married",1,"Bachelor","Salaried",29,"Mortgage",183339,30,0.805,85336,24,9.63,"Debt_Consolidation",837,0.129,0,12,"Yes",165628,4228,"No","No","No"
"1145",32,"Divorced",1,"HighSchool","Unemployed",2,"Rent",32775,6,0.492,7578,12,11.56,"Debt_Consolidation",686,0.704,1,1,"No",1306,483,"No","No","No"
"1146",21,"Single",1,"Master","Salaried",2,"Own",114833,3,0.311,28727,24,11.28,"Credit_Card",720,0.261,0,5,"No",15254,24715,"No","No","No"
"1147",33,"Separated",0,"Bachelor","Salaried",11,"Own",58063,15,0.39,16000,18,10.29,"Medical",776,0.331,0,5,"No",1990,3566,"No","Yes","No"
"1148",29,"Married",2,"Bachelor","Salaried",10,"Own",83697,11,0.315,15364,24,10.61,"Personal",744,0.341,0,4,"No",8199,18055,"No","No","No"
"1149",60,"Single",0,"HighSchool","Salaried",41,"Own",96221,42,0.544,31308,24,8.61,"Auto",786,0.625,0,5,"Yes",7280,6265,"No","No","No"
"1150",34,"Single",0,"HighSchool","Unemployed",2,"Rent",16634,10,0.286,7051,24,10.61,"Personal",726,0.242,3,0,"No",269,4582,"No","Yes","No"
"1151",36,"Divorced",4,"Other","Salaried",18,"Own",156540,18,0.4,95639,48,11.63,"Personal",827,0.135,0,6,"Yes",32520,20481,"No","No","No"
"1152",49,"Married",1,"HighSchool","Self_Employed",30,"Mortgage",57815,31,0.52,13002,18,11.05,"Credit_Card",718,0.287,1,8,"No",823,4316,"No","No","No"
"1153",44,"Single",0,"PhD","Salaried",25,"Mortgage",137789,26,0.504,53961,72,12.92,"Debt_Consolidation",744,0.706,0,8,"Yes",23219,13409,"No","Yes","No"
"1154",45,"Married",2,"Bachelor","Salaried",24,"Rent",55664,27,0.531,14067,18,10.44,"Credit_Card",832,0.1,0,7,"Yes",12684,10840,"No","No","No"
"1155",64,"Married",2,"HighSchool","Retired",0,"Mortgage",49402,2,0.492,14572,18,10.52,"Home_Improvement",747,0.644,1,3,"No",14577,6324,"No","No","No"
"1156",40,"Married",0,"HighSchool","Self_Employed",18,"Mortgage",47765,22,0.286,49493,84,14.43,"Auto",778,0.501,2,1,"No",880,1523,"No","No","No"
"1157",57,"Married",2,"Bachelor","Self_Employed",38,"Mortgage",121544,39,0.215,24423,24,11.11,"Credit_Card",763,0.555,0,5,"No",32259,5382,"No","No","No"
"1158",41,"Married",2,"Bachelor","Unemployed",1,"Mortgage",38012,3,0.91,26404,36,14.48,"Auto",674,0.713,1,4,"Yes",3182,6178,"No","No","No"
"1159",23,"Separated",2,"Bachelor","Student",1,"Own",20147,5,0.629,11551,18,11.16,"Auto",675,0.308,1,3,"No",121,825,"No","No","No"
"1160",21,"Married",1,"Master","Salaried",1,"Own",75525,3,0.426,41902,72,14.67,"Education",667,0.379,0,5,"No",7691,5491,"No","No","No"
"1161",44,"Single",1,"HighSchool","Salaried",22,"Rent",63723,26,0.542,33974,60,11.81,"Debt_Consolidation",823,0.245,0,3,"Yes",383,3606,"No","No","No"
"1162",28,"Married",3,"HighSchool","Salaried",9,"Own",74420,10,0.519,64796,48,12.42,"Home_Improvement",770,0.079,0,4,"No",2410,3226,"No","No","Yes"
"1163",38,"Married",2,"HighSchool","Salaried",14,"Own",60258,17,0.234,13173,18,10.28,"Medical",718,0.563,1,2,"No",8752,4678,"No","Yes","No"
"1164",56,"Single",0,"Bachelor","Self_Employed",36,"Own",121572,38,0.785,63380,18,10.89,"Home_Improvement",850,0.408,0,8,"Yes",9059,2859,"No","No","No"
"1165",41,"Married",3,"Bachelor","Salaried",21,"Mortgage",107558,23,0.544,26498,12,10.33,"Debt_Consolidation",757,0.257,1,4,"Yes",6634,3892,"No","No","No"
"1166",35,"Married",1,"HighSchool","Salaried",15,"Mortgage",102767,17,0.872,29275,36,11.39,"Debt_Consolidation",688,0.867,0,12,"Yes",26816,4513,"No","No","Yes"
"1167",21,"Married",2,"HighSchool","Student",1,"Mortgage",19745,3,0.654,4980,36,13.7,"Personal",584,0.452,0,2,"Yes",2833,2677,"Yes","No","No"
"1168",30,"Divorced",1,"Bachelor","Salaried",10,"Mortgage",73474,12,0.665,42804,18,10.91,"Auto",746,0.447,0,6,"No",27801,4110,"No","No","No"
"1169",32,"Single",0,"Other","Salaried",11,"Rent",68196,14,0.22,12366,18,9.3,"Personal",811,0.163,0,3,"No",4690,13767,"No","No","No"
"1170",45,"Single",0,"Master","Salaried",21,"Mortgage",195070,27,0.651,40247,36,10.53,"Debt_Consolidation",850,0.651,0,11,"Yes",12506,11270,"No","No","No"
"1171",43,"Married",3,"Bachelor","Salaried",24,"Own",152665,25,0.451,23480,12,9.83,"Credit_Card",850,0.166,1,7,"Yes",32394,17285,"No","No","No"
"1172",38,"Married",1,"HighSchool","Salaried",17,"Own",70826,20,0.481,20125,36,11.5,"Credit_Card",850,0.231,0,2,"Yes",8318,5196,"No","No","No"
"1173",40,"Married",2,"Bachelor","Salaried",22,"Own",67892,22,0.404,16459,12,8.99,"Home_Improvement",850,0.314,0,7,"No",2617,9626,"No","No","No"
"1174",35,"Widowed",1,"PhD","Unemployed",1,"Mortgage",61887,7,0.605,17231,48,10.02,"Auto",740,0.309,1,7,"Yes",733,3086,"No","No","No"
"1175",38,"Divorced",1,"HighSchool","Salaried",18,"Mortgage",80585,20,0.666,21797,60,10.99,"Auto",809,0.562,0,3,"Yes",1505,16009,"No","Yes","No"
"1176",41,"Married",1,"HighSchool","Salaried",20,"Own",98860,23,0.465,39051,60,11.79,"Auto",843,0.184,0,7,"Yes",27237,13268,"No","No","No"
"1177",42,"Single",0,"HighSchool","Student",0,"Mortgage",35641,2,0.331,7730,12,11.17,"Debt_Consolidation",704,0.542,1,2,"No",356,4462,"No","No","No"
"1178",56,"Divorced",1,"PhD","Salaried",38,"Own",255522,38,0.477,53502,48,9.26,"Auto",798,0.723,0,12,"Yes",10077,91312,"No","No","No"
"1179",27,"Single",2,"HighSchool","Salaried",3,"Own",81563,9,0.256,33672,36,9,"Personal",764,0.53,0,4,"No",3025,13496,"No","No","No"
"1180",53,"Married",1,"Bachelor","Self_Employed",32,"Own",69971,35,0.729,23838,48,10.36,"Home_Improvement",735,0.391,1,8,"Yes",8096,22640,"No","No","No"
"1181",45,"Married",1,"HighSchool","Salaried",25,"Other",117309,27,0.613,63266,48,11.9,"Home_Improvement",850,0.658,0,3,"Yes",10996,3118,"No","No","No"
"1182",23,"Single",2,"Bachelor","Self_Employed",5,"Own",88754,5,0.398,25731,48,10.89,"Medical",691,0.292,0,6,"No",1874,2504,"No","Yes","No"
"1183",35,"Single",0,"HighSchool","Self_Employed",14,"Own",59818,17,0.486,20385,24,10.86,"Home_Improvement",822,0.312,0,5,"No",2518,2567,"No","No","No"
"1184",32,"Single",0,"Other","Salaried",13,"Own",99337,14,0.363,36240,24,9.93,"Auto",818,0.225,0,7,"No",14805,17076,"No","Yes","No"
"1185",29,"Single",0,"HighSchool","Unemployed",1,"Mortgage",14710,7,0.309,2567,60,16.2,"Debt_Consolidation",608,0.622,0,1,"No",268,6399,"No","No","No"
"1186",23,"Married",2,"Master","Salaried",4,"Mortgage",101684,5,0.95,34403,12,9.47,"Education",818,0.358,0,6,"Yes",3549,13820,"No","No","No"
"1187",33,"Single",0,"HighSchool","Salaried",13,"Own",64491,15,0.677,52146,60,13.31,"Home_Improvement",835,0.414,0,5,"Yes",6727,13464,"No","Yes","No"
"1188",34,"Married",4,"Bachelor","Salaried",15,"Mortgage",87065,16,0.481,29864,48,13.72,"Business",850,0.282,0,2,"Yes",24798,6002,"No","No","Yes"
"1189",35,"Single",1,"Master","Unemployed",1,"Mortgage",37625,4,0.415,24038,24,13.19,"Medical",658,0.179,1,5,"No",95,1249,"No","No","No"
"1190",21,"Single",1,"HighSchool","Self_Employed",2,"Rent",32390,3,0.232,6100,36,9.39,"Credit_Card",772,0.109,1,2,"No",1372,881,"No","No","No"
"1191",42,"Married",3,"Master","Salaried",20,"Own",175603,24,0.639,134788,60,10.73,"Home_Improvement",798,0.057,0,9,"Yes",111318,42726,"No","Yes","No"
"1192",45,"Single",0,"Bachelor","Salaried",22,"Own",77441,27,0.271,27793,48,11.68,"Medical",850,0.096,0,7,"No",9413,6579,"No","Yes","No"
"1193",46,"Single",0,"HighSchool","Salaried",25,"Own",158827,28,0.427,48486,36,8.5,"Debt_Consolidation",767,0.878,0,6,"Yes",7580,8882,"No","No","No"
"1194",46,"Single",0,"HighSchool","Salaried",23,"Mortgage",93325,27,0.482,9539,36,10.77,"Credit_Card",812,0.625,0,5,"Yes",3355,7067,"No","No","No"
"1195",40,"Married",0,"Master","Self_Employed",20,"Rent",112942,22,0.438,59965,84,14.07,"Education",756,0.654,0,11,"Yes",12133,14945,"No","No","No"
"1196",53,"Single",0,"HighSchool","Salaried",32,"Mortgage",102848,35,0.776,110498,36,14.97,"Business",850,0.086,0,6,"Yes",4557,8195,"No","No","Yes"
"1197",29,"Married",0,"HighSchool","Salaried",7,"Mortgage",68742,11,0.264,45826,60,11.14,"Auto",795,0.574,0,5,"No",3613,3178,"No","No","No"
"1198",26,"Divorced",2,"Master","Salaried",8,"Own",111567,8,0.518,76495,60,14.09,"Education",850,0.159,0,8,"No",652,5710,"No","No","No"
"1199",41,"Married",1,"HighSchool","Unemployed",1,"Mortgage",29285,8,0.564,11414,60,12.85,"Home_Improvement",721,0.227,0,3,"Yes",5525,1025,"No","No","Yes"
"1200",42,"Divorced",2,"Master","Self_Employed",23,"Own",149555,24,0.95,123052,24,10.05,"Home_Improvement",763,0.4,0,8,"Yes",43593,3772,"No","No","No"
"1201",31,"Separated",1,"HighSchool","Salaried",12,"Other",111140,13,0.652,49976,36,11.31,"Credit_Card",774,0.557,0,9,"Yes",19586,15330,"No","No","No"
"1202",38,"Married",0,"Bachelor","Self_Employed",17,"Mortgage",80352,20,0.639,23083,24,10.79,"Debt_Consolidation",820,0.337,0,5,"Yes",7994,8004,"No","No","Yes"
"1203",41,"Single",0,"Bachelor","Salaried",21,"Mortgage",105071,23,0.39,17341,12,9.87,"Credit_Card",848,0.32,0,12,"Yes",11423,30424,"No","No","Yes"
"1204",42,"Divorced",3,"HighSchool","Self_Employed",20,"Mortgage",103840,24,0.733,43841,36,10.72,"Credit_Card",846,0.251,0,7,"Yes",29856,17940,"No","Yes","No"
"1205",47,"Married",0,"Master","Salaried",26,"Mortgage",188790,29,0.777,79155,24,10.8,"Education",710,0.338,0,5,"Yes",25780,11123,"No","No","No"
"1206",47,"Single",0,"HighSchool","Self_Employed",29,"Own",199783,29,0.188,41979,36,9.99,"Credit_Card",850,0.018,0,10,"No",8316,7383,"No","No","No"
"1207",21,"Single",0,"Bachelor","Self_Employed",2,"Own",114010,3,0.2,63377,60,12.62,"Education",753,0.154,0,7,"No",1626,18297,"No","No","No"
"1208",55,"Single",0,"HighSchool","Salaried",36,"Mortgage",120072,37,0.224,32009,36,10.98,"Medical",850,0.357,0,6,"No",19400,5821,"No","No","No"
"1209",43,"Married",0,"Bachelor","Salaried",25,"Own",123189,25,0.715,54276,60,12.55,"Medical",815,0.204,1,11,"Yes",24396,16583,"No","No","Yes"
"1210",32,"Single",0,"HighSchool","Self_Employed",13,"Mortgage",60633,14,0.938,28286,18,8.17,"Auto",850,0.323,0,1,"Yes",1787,4945,"No","No","No"
"1211",27,"Single",4,"Master","Salaried",7,"Own",153777,9,0.579,133391,48,13.86,"Business",817,0.313,0,6,"Yes",5515,3857,"No","No","No"
"1212",47,"Single",1,"HighSchool","Self_Employed",28,"Rent",64658,29,0.406,10880,36,12.06,"Credit_Card",701,0.022,0,5,"Yes",10842,3848,"No","No","No"
"1213",41,"Divorced",2,"Master","Salaried",22,"Mortgage",172789,23,0.491,107562,84,14.09,"Home_Improvement",720,0.516,0,7,"Yes",27885,28606,"No","No","No"
"1214",49,"Married",2,"HighSchool","Salaried",31,"Mortgage",144795,31,0.716,50487,36,9.64,"Education",741,0.851,1,7,"Yes",3462,49479,"No","Yes","No"
"1215",37,"Married",2,"Bachelor","Self_Employed",16,"Own",72268,19,0.833,62773,48,12.72,"Auto",648,0.879,0,2,"Yes",52504,7002,"No","No","Yes"
"1216",36,"Married",2,"Bachelor","Salaried",15,"Own",92271,18,0.635,81975,60,14.18,"Debt_Consolidation",814,0.223,1,5,"Yes",4317,4939,"No","No","No"
"1217",60,"Married",0,"Other","Salaried",39,"Mortgage",116954,42,0.535,52353,48,10.9,"Home_Improvement",813,0.449,0,7,"Yes",23389,12997,"No","Yes","No"
"1218",21,"Divorced",0,"Bachelor","Salaried",2,"Own",79569,3,0.396,31000,72,13.66,"Home_Improvement",703,0.64,0,7,"No",9545,8321,"No","No","No"
"1219",42,"Married",2,"Bachelor","Salaried",21,"Mortgage",85261,24,0.488,17442,12,11.58,"Credit_Card",750,0.725,0,5,"Yes",39276,15949,"No","No","No"
"1220",42,"Widowed",0,"Bachelor","Salaried",23,"Mortgage",91489,24,0.302,61462,84,14.89,"Education",726,0.64,0,4,"No",13090,29628,"No","No","No"
"1221",42,"Married",3,"Bachelor","Self_Employed",21,"Mortgage",73127,24,0.95,42449,24,13.43,"Business",850,0.156,0,2,"Yes",42737,3086,"No","No","No"
"1222",44,"Divorced",2,"Bachelor","Salaried",22,"Own",118190,26,0.626,40366,18,10.13,"Personal",850,0.082,0,7,"Yes",8763,9613,"No","Yes","No"
"1223",35,"Single",1,"Bachelor","Salaried",16,"Mortgage",128262,17,0.355,22093,24,11.57,"Credit_Card",780,0.494,0,12,"No",7294,11707,"No","No","No"
"1224",50,"Single",1,"HighSchool","Unemployed",1,"Mortgage",35788,5,0.619,31776,24,11.66,"Education",717,0.468,0,7,"No",774,1258,"No","Yes","No"
"1225",21,"Single",1,"HighSchool","Student",0,"Own",19644,3,0.885,15603,24,11.31,"Auto",679,0.244,1,0,"No",273,917,"No","Yes","Yes"
"1226",30,"Single",0,"HighSchool","Salaried",7,"Own",105922,12,0.283,31403,36,10.14,"Debt_Consolidation",769,0.623,0,5,"No",19106,11020,"No","No","No"
"1227",37,"Single",2,"HighSchool","Salaried",17,"Mortgage",64171,19,0.41,12611,60,11.72,"Home_Improvement",850,0.624,0,3,"Yes",4957,2497,"No","No","No"
"1228",40,"Married",3,"Bachelor","Self_Employed",21,"Mortgage",153703,22,0.348,34187,72,12.37,"Debt_Consolidation",783,0.135,0,10,"Yes",10947,2681,"No","No","No"
"1229",42,"Separated",0,"HighSchool","Salaried",21,"Own",107915,24,0.49,24178,18,9.63,"Debt_Consolidation",747,0.421,1,6,"Yes",17439,3254,"No","No","No"
"1230",44,"Single",3,"HighSchool","Salaried",21,"Mortgage",100012,26,0.756,38251,18,9.07,"Home_Improvement",850,0.43,0,7,"Yes",5961,8681,"No","No","No"
"1231",23,"Divorced",0,"Bachelor","Unemployed",1,"Mortgage",31255,4,0.299,9170,60,14,"Debt_Consolidation",664,0.322,1,3,"No",633,5853,"No","No","Yes"
"1232",38,"Single",0,"Master","Salaried",19,"Own",139125,20,0.492,56105,24,11.53,"Debt_Consolidation",697,0.691,0,8,"No",13195,9223,"No","No","No"
"1233",43,"Married",2,"HighSchool","Self_Employed",22,"Mortgage",137744,25,0.613,56186,60,10.11,"Auto",845,0.185,2,4,"Yes",7142,10674,"No","No","No"
"1234",51,"Single",1,"HighSchool","Salaried",31,"Mortgage",131094,33,0.411,33920,48,11.37,"Medical",850,0.411,0,5,"Yes",9236,13208,"No","Yes","No"
"1235",37,"Separated",2,"HighSchool","Salaried",17,"Rent",41449,19,0.388,35579,36,11.22,"Education",750,0.234,0,3,"No",3130,9073,"No","No","No"
"1236",54,"Single",2,"Other","Salaried",32,"Mortgage",204615,34,0.674,40208,18,10.42,"Debt_Consolidation",831,0.284,0,4,"Yes",7954,11112,"No","No","No"
"1237",35,"Single",0,"Bachelor","Salaried",17,"Other",79415,17,0.28,28252,48,10.47,"Home_Improvement",850,0.62,0,12,"No",19998,3012,"No","No","No"
"1238",38,"Divorced",0,"Master","Salaried",17,"Own",120183,20,0.585,27731,36,9.95,"Home_Improvement",794,0.511,0,11,"Yes",4326,2781,"No","No","No"
"1239",40,"Married",4,"Bachelor","Salaried",19,"Own",198804,22,0.837,68152,60,11.55,"Home_Improvement",836,0.328,0,15,"Yes",15344,10082,"No","No","No"
"1240",33,"Divorced",3,"Other","Salaried",15,"Own",100926,15,0.356,15903,18,10.41,"Debt_Consolidation",810,0.174,0,4,"No",3992,4526,"No","Yes","No"
